approved	synonyms
RNA5SP191	RN5S191
RNA5SP192	RN5S192
RNA5SP193	RN5S193
RNA5SP194	RN5S194
RNA5SP195	RN5S195
RNA5SP196	RN5S196
RNA5SP197	RN5S197
RNA5SP198	RN5S198
RNA5SP199	RN5S199
RNA5SP200	RN5S200
RNA5SP201	RN5S201
RNA5SP202	RN5S202
RNA5SP203	RN5S203
RNA5SP204	RN5S204
RNA5SP205	RN5S205
RNA5SP206	RN5S206
RNA5SP207	RN5S207
RNA5SP208	RN5S208
RNA5SP209	RN5S209
RNA5SP210	RN5S210
RNA5SP211	RN5S211
RNA5SP212	RN5S212
RNA5SP213	RN5S213
RNA5SP214	RN5S214
RNA5SP215	RN5S215
RNA5SP216	RN5S216
RNA5SP217	RN5S217
RNA5SP218	RN5S218
RNA5SP219	RN5S219
RNA5SP220	RN5S220
RNA5SP221	RN5S221
RNA5SP222	RN5S222
RNA5SP223	RN5S223
RNA5SP224	RN5S224
RNA5SP225	RN5S225
RNA5SP226	RN5S226
RNA5SP227	RN5S227
RNA5SP228	RN5S228
RNA5SP229	RN5S229
RNA5SP230	RN5S230
RNA5SP231	RN5S231
RNA5SP232	RN5S232
RNA5SP233	RN5S233
RNA5SP234	RN5S234
RNA5SP235	RN5S235
RNA5SP236	RN5S236
RNA5SP237	RN5S237
RNA5SP238	RN5S238
RNA5SP239	RN5S239
RNA5SP240	RN5S240
RNA5SP241	RN5S241
RNA5SP242	RN5S242
RNA5SP243	RN5S243
RNA5SP244	RN5S244
RNA5SP245	RN5S245
RNA5SP246	RN5S246
RNA5SP247	RN5S247
RNA5SP248	RN5S248
RNA5SP249	RN5S249
RNA5SP250	RN5S250
RNA5SP251	RN5S251
RNA5SP252	RN5S252
RNA5SP253	RN5S253
RNA5SP254	RN5S254
RNA5SP255	RN5S255
RNA5SP256	RN5S256
RNA5SP257	RN5S257
RNA5SP258	RN5S258
RNA5SP259	RN5S259
RNA5SP260	RN5S260
RNA5SP261	RN5S261
RNA5SP262	RN5S262
RNA5SP263	RN5S263
RNA5SP264	RN5S264
RNA5SP265	RN5S265
RNA5SP266	RN5S266
RNA5SP267	RN5S267
RNA5SP268	RN5S268
RNA5SP269	RN5S269
RNA5SP270	RN5S270
RNA5SP271	RN5S271
RNA5SP272	RN5S272
RNA5SP273	RN5S273
RNA5SP274	RN5S274
RNA5SP275	RN5S275
RNA5SP276	RN5S276
RNA5SP277	RN5S277
RNA5SP278	RN5S278
RNA5SP279	RN5S279
RNA5SP280	RN5S280
RNA5SP281	RN5S281
RNA5SP282	RN5S282
RNA5SP283	RN5S283
RNA5SP284	RN5S284
RNA5SP285	RN5S285
RNA5SP286	RN5S286
RNA5SP287	RN5S287
RNA5SP288	RN5S288
RNA5SP289	RN5S289
RNA5SP290	RN5S290
RNA5SP291	RN5S291
RNA5SP292	RN5S292
RNA5SP293	RN5S293
RNA5SP294	RN5S294
RNA5SP295	RN5S295
RNA5SP296	RN5S296
RNA5SP297	RN5S297
RNA5SP298	RN5S298
RNA5SP299	RN5S299
RNA5SP300	RN5S300
RNA5SP301	RN5S301
RNA5SP302	RN5S302
RNA5SP303	RN5S303
RNA5SP304	RN5S304
RNA5SP305	RN5S305
RNA5SP306	RN5S306
RNA5SP307	RN5S307
RNA5SP308	RN5S308
RNA5SP309	RN5S309
RNA5SP310	RN5S310,RNA5SP316,RN5S316
RNA5SP311	RN5S311,RNA5SP314,RN5S314
RNA5SP312	RN5S312,RNA5SP313,RN5S313
RNA5SP315	RN5S315
RNA5SP317	RN5S317
RNA5SP318	RN5S318
RNA5SP319	RN5S319
RNA5SP320	RN5S320
RNA5SP321	RN5S321
RNA5SP322	RN5S322
RNA5SP323	RN5S323
RNA5SP324	RN5S324
RNA5SP325	RN5S325
RNA5SP326	RN5S326
RNA5SP327	RN5S327
RNA5SP328	RN5S328
RNA5SP329	RN5S329
RNA5SP330	RN5S330
RNA5SP331	RN5S331
RNA5SP332	RN5S332
RNA5SP333	RN5S333
RNA5SP334	RN5S334
RNA5SP335	RN5S335
RNA5SP336	RN5S336
RNA5SP337	RN5S337
RNA5SP338	RN5S338
RNA5SP339	RN5S339
RNA5SP340	RN5S340
RNA5SP341	RN5S341
RNA5SP342	RN5S342
RNA5SP343	RN5S343
RNA5SP344	RN5S344
RNA5SP345	RN5S345
RNA5SP346	RN5S346
RNA5SP347	RN5S347
RNA5SP348	RN5S348
RNA5SP349	RN5S349
RNA5SP350	RN5S350
RNA5SP351	RN5S351
RNA5SP352	RN5S352
RNA5SP353	RN5S353
RNA5SP354	RN5S354
RNA5SP355	RN5S355
RNA5SP356	RN5S356
RNA5SP357	RN5S357
RNA5SP358	RN5S358
RNA5SP359	RN5S359
RNA5SP360	RN5S360
RNA5SP361	RN5S361
RNA5SP362	RN5S362
RNA5SP363	RN5S363
RNA5SP364	RN5S364
RNA5SP365	RN5S365
RNA5SP366	RN5S366
RNA5SP367	RN5S367
RNA5SP368	RN5S368
RNA5SP369	RN5S369
RNA5SP370	RN5S370
RNA5SP371	RN5S371
RNA5SP372	RN5S372
RNA5SP373	RN5S373
RNA5SP374	RN5S374
RNA5SP375	RN5S375
RNA5SP376	RN5S376
RNA5SP377	RN5S377
RNA5SP378	RN5S378
RNA5SP379	RN5S379
RNA5SP380	RN5S380
RNA5SP382	RN5S382
RNA5SP383	RN5S383
RNA5SP384	RN5S384
RNA5SP385	RN5S385
RNA5SP386	RN5S386
RNA5SP387	RN5S387
RNA5SP388	RN5S388
RNA5SP389	RN5S389
RNA5SP390	RN5S390
RNA5SP391	RN5S391
RNA5SP392	RN5S392
RNA5SP393	RN5S393
RNA5SP394	RN5S394
RNA5SP395	RN5S395
RNA5SP396	RN5S396
RNA5SP397	RN5S397
RNA5SP398	RN5S398
RNA5SP399	RN5S399
RNA5SP400	RN5S400
RNA5SP401	RN5S401
RNA5SP402	RN5S402
RNA5SP403	RN5S403
RNA5SP404	RN5S404
RNA5SP405	RN5S405
RNA5SP406	RN5S406
RNA5SP407	RN5S407
RNA5SP408	RN5S408
RNA5SP409	RN5S409
RNA5SP410	RN5S410
RNA5SP411	RN5S411
RNA5SP412	RN5S412
RNA5SP413	RN5S413
RNA5SP414	RN5S414
RNA5SP415	RN5S415
RNA5SP416	RN5S416
RNA5SP417	RN5S417
RNA5SP418	RN5S418
RNA5SP419	RN5S419
RNA5SP420	RN5S420
RNA5SP421	RN5S421
RNA5SP422	RN5S422
RNA5SP423	RN5S423
RNA5SP424	RN5S424
RNA5SP425	RN5S425
RNA5SP426	RN5S426
RNA5SP427	RN5S427
RNA5SP428	RN5S428
RNA5SP429	RN5S429
RNA5SP430	RN5S430
RNA5SP431	RN5S431
RNA5SP432	RN5S432
RNA5SP433	RN5S433
RNA5SP434	RN5S434
RNA5SP435	RN5S435
RNA5SP436	RN5S436
RNA5SP437	RN5S437
RNA5SP438	RN5S438
RNA5SP439	RN5S439
RNA5SP440	RN5S440
RNA5SP441	RN5S441
RNA5SP442	RN5S442
RNA5SP443	RN5S443
RNA5SP444	RN5S444
RNA5SP445	RN5S445
RNA5SP446	RN5S446
RNA5SP447	RN5S447
RNA5SP448	RN5S448
RNA5SP449	RN5S449
RNA5SP450	RN5S450
RNA5SP451	RN5S451
RNA5SP452	RN5S452
RNA5SP453	RN5S453
RNA5SP454	RN5S454
RNA5SP455	RN5S455
RNA5SP456	RN5S456
RNA5SP457	RN5S457
RNA5SP458	RN5S458
RNA5SP459	RN5S459
RNA5SP460	RN5S460
RNA5SP461	RN5S461
RNA5SP462	RN5S462
RNA5SP463	RN5S463
RNA5SP464	RN5S464
RNA5SP465	RN5S465
RNA5SP466	RN5S466
RNA5SP467	RN5S467
RNA5SP468	RN5S468
RNA5SP469	RN5S469
RNA5SP470	RN5S470
RNA5SP471	RN5S471
RNA5SP472	RN5S472
RNA5SP473	RN5S473
RNA5SP474	RN5S474
RNA5SP475	RN5S475
RNA5SP476	RN5S476
RNA5SP477	RN5S477
RNA5SP478	RN5S478
RNA5SP479	RN5S479
RNA5SP480	RN5S480
RNA5SP481	RN5S481
RNA5SP482	RN5S482
RNA5SP483	RN5S483
RNA5SP484	RN5S484
RNA5SP485	RN5S485
RNA5SP486	RN5S486
RNA5SP487	RN5S487
RNA5SP488	RN5S488
RNA5SP489	RN5S489
RNA5SP490	RN5S490
RNA5SP491	RN5S491
RNA5SP492	RN5S492
RNA5SP493	RN5S493
RNA5SP494	RN5S494
RNA5SP495	RN5S495
RNA5SP496	RN5S496
RNA5SP497	RN5S497
RNA5SP498	RN5S498
RNA5SP499	RN5S499
RNA5SP500	RN5S500
RNA5SP501	RN5S501
RNA5SP502	RN5S502
RNA5SP503	RN5S503
RNA5SP504	RN5S504
RNA5SP505	RN5S505
RNA5SP506	RN5S506
RNA5SP507	RN5S507
RNA5SP508	RN5S508
RNA5SP509	RN5S509
RNA5SP510	RN5S510
RNA5SP511	RN5S511
RNA5SP512	RN5S512
RNA5SP513	RN5S513
RNA5SP514	RN5S514
RNA5SP515	RN5S515
RNA5SP516	RN5S516
RNA5SP517	RN5S517
RNA5SP518	RN5S518
RNA5SP519	RN5S519
RNA5SP520	RN5S520
RNA5SP521	RN5S521
RNA5SP522	RN5S522
RNA5SP523	RN5S523
RNA18SP2	RN18S2P
RNASEH1P1	RNH1,RNASEH1
RNASEH1P2	NA
RNASEH1P3	NA
RNASEH2CP1	AYP1p1
RNF2P1	RNF2P
RNF5P1	NA
RNF6P1	NA
RNF7P1	NA
RNF10P1	NA
RNF11P1	NA
RNF11P2	bA280O9.1,RNF11B
RNF19BPX	RNF19BX
RNF19BPY	NA
RNF126P1	NA
RNF138P1	NA
RNF138P2	NA
RNF152P1	NA
RNF216P1	RNF216L
RNFT1P1	NA
RNFT1P2	NA
RNFT1P3	NA
RNGTTP1	NA
RNMTL1P1	NA
RNMTL1P2	NA
RNPC3P1	NA
RNPS1P1	NA
RNU1-5P	RNU1-5
RNU1-6P	RNU1-6
RNU1-7P	RNU1-7
RNU1-8P	RNU1-8
RNU1-11P	U1P1A,RNU1P1,RNU1P5
RNU1-13P	U1P1,U1.1,RNU1P6
RNU1-14P	U1P17,RNU1P7
RNU1-15P	U1P11,RNU1P8
RNU1-16P	U1.64
RNU1-17P	NA
RNU1-18P	NA
RNU1-19P	NA
RNU1-20P	NA
RNU1-21P	NA
RNU1-22P	NA
RNU1-23P	NA
RNU1-24P	U1.41
RNU1-27P	RNU1-7P
RNU1-28P	RNU1-8,RNU1-8P
RNU1-29P	NA
RNU1-30P	NA
RNU1-31P	NA
RNU1-32P	NA
RNU1-33P	NA
RNU1-34P	NA
RNU1-35P	NA
RNU1-36P	NA
RNU1-38P	NA
RNU1-39P	NA
RNU1-40P	NA
RNU1-41P	NA
RNU1-42P	NA
RNU1-43P	NA
RNU1-44P	NA
RNU1-45P	NA
RNU1-46P	NA
RNU1-47P	NA
RNU1-48P	NA
RNU1-49P	NA
RNU1-51P	NA
RNU1-52P	NA
RNU1-54P	NA
RNU1-55P	NA
RNU1-56P	NA
RNU1-57P	NA
RNU1-58P	NA
RNU1-59P	NA
RNU1-61P	NA
RNU1-62P	NA
RNU1-63P	NA
RNU1-64P	NA
RNU1-65P	NA
RNU1-67P	NA
RNU1-68P	NA
RNU1-69P	NA
RNU1-70P	NA
RNU1-72P	NA
RNU1-73P	NA
RNU1-74P	NA
RNU1-75P	NA
RNU1-76P	NA
RNU1-77P	NA
RNU1-78P	NA
RNU1-79P	NA
RNU1-80P	NA
RNU1-82P	NA
RNU1-83P	NA
RNU1-84P	NA
RNU1-85P	NA
RNU1-86P	NA
RNU1-87P	NA
RNU1-88P	NA
RNU1-89P	NA
RNU1-91P	NA
RNU1-92P	NA
RNU1-93P	NA
RNU1-94P	NA
RNU1-95P	NA
RNU1-96P	NA
RNU1-97P	NA
RNU1-98P	NA
RNU1-100P	NA
RNU1-101P	NA
RNU1-103P	NA
RNU1-104P	NA
RNU1-105P	NA
RNU1-106P	NA
RNU1-107P	NA
RNU1-108P	NA
RNU1-109P	NA
RNU1-112P	NA
RNU1-114P	NA
RNU1-115P	NA
RNU1-116P	NA
RNU1-117P	NA
RNU1-119P	NA
RNU1-120P	NA
RNU1-122P	NA
RNU1-123P	NA
RNU1-124P	NA
RNU1-125P	NA
RNU1-128P	NA
RNU1-129P	RNU1-137P
RNU1-130P	NA
RNU1-131P	NA
RNU1-132P	NA
RNU1-133P	NA
RNU1-134P	NA
RNU1-136P	NA
RNU1-138P	NA
RNU1-139P	NA
RNU1-140P	NA
RNU1-141P	NA
RNU1-142P	NA
RNU1-143P	NA
RNU1-146P	NA
RNU1-148P	NA
RNU1-149P	NA
RNU1-150P	NA
RNU2-2P	U2,RNU2B,RNU2-2
RNU2-3P	U2,RNU2P1
RNU2-4P	U2,U2/7,RNU2P2
RNU2-5P	U2,u2.7,RNU2P3
RNU2-6P	NA
RNU2-7P	NA
RNU2-8P	NA
RNU2-9P	NA
RNU2-10P	NA
RNU2-11P	NA
RNU2-12P	NA
RNU2-13P	NA
RNU2-14P	NA
RNU2-15P	NA
RNU2-16P	NA
RNU2-17P	NA
RNU2-18P	NA
RNU2-19P	NA
RNU2-20P	NA
RNU2-21P	NA
RNU2-22P	NA
RNU2-23P	NA
RNU2-24P	NA
RNU2-25P	NA
RNU2-26P	NA
RNU2-27P	NA
RNU2-28P	NA
RNU2-29P	NA
RNU2-30P	NA
RNU2-31P	NA
RNU2-32P	NA
RNU2-33P	NA
RNU2-34P	NA
RNU2-35P	NA
RNU2-36P	NA
RNU2-37P	NA
RNU2-38P	NA
RNU2-39P	NA
RNU2-40P	NA
RNU2-41P	NA
RNU2-42P	NA
RNU2-43P	NA
RNU2-44P	NA
RNU2-45P	NA
RNU2-46P	NA
RNU2-47P	NA
RNU2-48P	NA
RNU2-49P	NA
RNU2-50P	NA
RNU2-51P	NA
RNU2-52P	NA
RNU2-53P	NA
RNU2-54P	NA
RNU2-55P	NA
RNU2-56P	NA
RNU2-57P	NA
RNU2-58P	NA
RNU2-59P	NA
RNU2-60P	NA
RNU2-61P	NA
RNU2-62P	NA
RNU2-63P	NA
RNU2-64P	NA
RNU2-65P	NA
RNU2-66P	NA
RNU2-67P	NA
RNU2-68P	NA
RNU2-69P	NA
RNU2-70P	NA
RNU2-71P	NA
RNU2-72P	NA
RNU3P1	U3
RNU3P2	U3,U3.2
RNU3P3	U3,U3.5,u3.7
RNU3P4	U3,U3.6
RNU4-3P	U4,U4/4,RNU4P3
RNU4-4P	U4,U4/5,RNU4P4
RNU4-5P	U4,U4/6,RNU4P5
RNU4-6P	U4,U4/8,RNU4P6
RNU4-7P	U4,U4/7,RNU4P1
RNU4-8P	U4,U4/14,RNU4P2
RNU4-9P	NA
RNU4-10P	NA
RNU4-11P	NA
RNU4-12P	NA
RNU4-13P	NA
RNU4-14P	NA
RNU4-15P	NA
RNU4-16P	NA
RNU4-17P	NA
RNU4-18P	NA
RNU4-19P	NA
RNU4-20P	NA
RNU4-21P	NA
RNU4-22P	NA
RNU4-23P	NA
RNU4-24P	NA
RNU4-25P	NA
RNU4-26P	NA
RNU4-27P	NA
RNU4-28P	NA
RNU4-29P	NA
RNU4-30P	NA
RNU4-31P	NA
RNU4-32P	NA
RNU4-33P	NA
RNU4-34P	NA
RNU4-35P	NA
RNU4-36P	NA
RNU4-37P	NA
RNU4-38P	NA
RNU4-39P	NA
RNU4-40P	NA
RNU4-41P	NA
RNU4-42P	NA
RNU4-43P	NA
RNU4-44P	NA
RNU4-45P	NA
RNU4-46P	NA
RNU4-47P	NA
RNU4-48P	NA
RNU4-49P	NA
RNU4-50P	NA
RNU4-51P	NA
RNU4-52P	NA
RNU4-53P	NA
RNU4-54P	NA
RNU4-55P	NA
RNU4-56P	NA
RNU4-57P	NA
RNU4-58P	NA
RNU4-59P	NA
RNU4-60P	NA
RNU4-61P	NA
RNU4-62P	NA
RNU4-63P	NA
RNU4-64P	NA
RNU4-65P	NA
RNU4-66P	NA
RNU4-67P	NA
RNU4-68P	NA
RNU4-69P	NA
RNU4-70P	NA
RNU4-71P	NA
RNU4-72P	NA
RNU4-73P	NA
RNU4-74P	NA
RNU4-75P	NA
RNU4-76P	NA
RNU4-77P	NA
RNU4-78P	NA
RNU4-79P	NA
RNU4-80P	NA
RNU4-81P	NA
RNU4-82P	NA
RNU4-83P	NA
RNU4-84P	NA
RNU4-85P	NA
RNU4-86P	NA
RNU4-87P	NA
RNU4-88P	NA
RNU4-89P	NA
RNU4-90P	NA
RNU4-91P	NA
RNU4-92P	NA
RNU4ATAC2P	NA
RNU4ATAC3P	NA
RNU4ATAC4P	NA
RNU4ATAC5P	NA
RNU4ATAC6P	NA
RNU4ATAC7P	NA
RNU4ATAC8P	NA
RNU4ATAC9P	NA
RNU4ATAC10P	NA
RNU4ATAC11P	NA
RNU4ATAC12P	NA
RNU4ATAC13P	NA
RNU4ATAC14P	NA
RNU4ATAC15P	NA
RNU4ATAC16P	NA
RNU4ATAC17P	NA
RNU4ATAC18P	NA
RNU5A-2P	NA
RNU5A-3P	NA
RNU5A-4P	NA
RNU5A-5P	NA
RNU5A-6P	NA
RNU5A-7P	NA
RNU5A-8P	NA
RNU5B-2P	NA
RNU5B-3P	NA
RNU5B-4P	NA
RNU5B-5P	NA
RNU5B-6P	NA
RNU5D-2P	NA
RNU5E-2P	NA
RNU5E-3P	NA
RNU5E-4P	NA
RNU5E-5P	NA
RNU5E-6P	NA
RNU5E-7P	NA
RNU5E-8P	NA
RNU5E-9P	NA
RNU5E-10P	NA
RNU5F-2P	NA
RNU5F-3P	NA
RNU5F-4P	NA
RNU5F-5P	NA
RNU5F-6P	NA
RNU5F-7P	NA
RNU5F-8P	NA
RNU6-3P	U6-3,RNU6-3
RNU6-4P	U6-4,RNU6-4
RNU6-5P	U6-5,RNU6-5
RNU6-6P	U6-6,RNU6B,RNU6-6
RNU6-10P	RNU6-10
RNU6-11P	RNU6-11
RNU6-12P	RNU6-12
RNU6-13P	RNU6-13
RNU6-14P	RNU6-14
RNU6-15P	RNU6-15
RNU6-16P	RNU6-16
RNU6-17P	RNU6-17
RNU6-18P	RNU6-18
RNU6-19P	RNU6-19
RNU6-20P	RNU6-20
RNU6-21P	RNU6-21
RNU6-22P	RNU6-22
RNU6-23P	RNU6-23
RNU6-24P	RNU6-24
RNU6-25P	RNU6-25
RNU6-26P	RNU6-26
RNU6-27P	RNU6-27
RNU6-28P	RNU6-28
RNU6-29P	RNU6-29
RNU6-30P	RNU6-30
RNU6-31P	RNU6-31
RNU6-32P	RNU6-32
RNU6-33P	RNU6-33
RNU6-34P	RNU6-34
RNU6-35P	RNU6-35
RNU6-36P	RNU6-36
RNU6-37P	RNU6-37
RNU6-38P	RNU6-38
RNU6-39P	RNU6-39
RNU6-40P	RNU6-40
RNU6-41P	RNU6-41
RNU6-42P	RNU6-42
RNU6-43P	RNU6-43
RNU6-44P	RNU6-44
RNU6-45P	RNU6-45
RNU6-46P	RNU6-46
RNU6-47P	RNU6-47
RNU6-48P	RNU6-48
RNU6-49P	RNU6-49
RNU6-50P	U6,RNU6P1,RNU6-50
RNU6-52P	RNU6-52
RNU6-53P	RNU6-53
RNU6-54P	RNU6-54
RNU6-55P	RNU6-55
RNU6-56P	RNU6-56
RNU6-57P	RNU6-57
RNU6-58P	RNU6-58
RNU6-59P	RNU6-59
RNU6-60P	RNU6-60
RNU6-61P	RNU6-61
RNU6-62P	RNU6-62
RNU6-63P	RNU6-63
RNU6-64P	RNU6-64
RNU6-65P	RNU6-65
RNU6-66P	RNU6-66
RNU6-67P	RNU6-67
RNU6-68P	RNU6-68
RNU6-69P	RNU6-69
RNU6-70P	RNU6-70
RNU6-71P	RNU6-71
RNU6-72P	RNU6-72
RNU6-73P	RNU6-73
RNU6-74P	RNU6-74
RNU6-75P	RNU6-75
RNU6-76P	RNU6-76
RNU6-77P	RNU6-77
RNU6-78P	RNU6-78
RNU6-79P	RNU6-79
RNU6-80P	RNU6-80
RNU6-81P	RNU6-81
RNU6-82P	RNU6-82
RNU6-83P	RNU6-83
RNU6-84P	NA
RNU6-85P	NA
RNU6-86P	NA
RNU6-87P	NA
RNU6-88P	NA
RNU6-89P	NA
RNU6-90P	NA
RNU6-91P	NA
RNU6-92P	NA
RNU6-93P	NA
RNU6-94P	NA
RNU6-95P	NA
RNU6-96P	NA
RNU6-97P	NA
RNU6-98P	NA
RNU6-99P	NA
RNU6-100P	NA
RNU6-101P	NA
RNU6-102P	NA
RNU6-103P	NA
RNU6-104P	NA
RNU6-105P	NA
RNU6-106P	NA
RNU6-107P	NA
RNU6-108P	NA
RNU6-109P	NA
RNU6-110P	NA
RNU6-111P	NA
RNU6-112P	NA
RNU6-113P	NA
RNU6-114P	NA
RNU6-115P	NA
RNU6-116P	NA
RNU6-117P	NA
RNU6-118P	NA
RNU6-119P	NA
RNU6-120P	NA
RNU6-121P	NA
RNU6-122P	NA
RNU6-123P	NA
RNU6-124P	NA
RNU6-125P	NA
RNU6-126P	NA
RNU6-127P	NA
RNU6-128P	NA
RNU6-129P	NA
RNU6-130P	NA
RNU6-131P	NA
RNU6-132P	NA
RNU6-133P	NA
RNU6-134P	NA
RNU6-135P	NA
RNU6-136P	NA
RNU6-137P	NA
RNU6-138P	NA
RNU6-139P	NA
RNU6-140P	NA
RNU6-141P	NA
RNU6-142P	NA
RNU6-143P	NA
RNU6-144P	NA
RNU6-145P	NA
RNU6-146P	NA
RNU6-147P	NA
RNU6-148P	NA
RNU6-150P	NA
RNU6-151P	NA
RNU6-152P	NA
RNU6-153P	NA
RNU6-154P	NA
RNU6-155P	NA
RNU6-156P	NA
RNU6-157P	NA
RNU6-158P	NA
RNU6-159P	NA
RNU6-160P	NA
RNU6-161P	NA
RNU6-162P	NA
RNU6-163P	NA
RNU6-164P	NA
RNU6-165P	NA
RNU6-166P	NA
RNU6-167P	NA
RNU6-168P	NA
RNU6-169P	NA
RNU6-170P	NA
RNU6-171P	NA
RNU6-172P	NA
RNU6-173P	NA
RNU6-174P	NA
RNU6-175P	NA
RNU6-176P	NA
RNU6-177P	NA
RNU6-178P	NA
RNU6-179P	NA
RNU6-180P	NA
RNU6-181P	NA
RNU6-182P	NA
RNU6-183P	NA
RNU6-184P	NA
RNU6-185P	NA
RNU6-186P	NA
RNU6-187P	NA
RNU6-188P	NA
RNU6-189P	NA
RNU6-190P	NA
RNU6-191P	NA
RNU6-192P	NA
RNU6-193P	NA
RNU6-194P	NA
RNU6-195P	NA
RNU6-196P	NA
RNU6-197P	NA
RNU6-198P	NA
RNU6-199P	NA
RNU6-200P	NA
RNU6-201P	NA
RNU6-202P	NA
RNU6-203P	NA
RNU6-204P	NA
RNU6-205P	NA
RNU6-206P	NA
RNU6-207P	NA
RNU6-208P	NA
RNU6-209P	NA
RNU6-210P	NA
RNU6-211P	NA
RNU6-212P	NA
RNU6-213P	NA
RNU6-214P	NA
RNU6-215P	NA
RNU6-216P	NA
RNU6-217P	NA
RNU6-218P	NA
RNU6-219P	NA
RNU6-220P	NA
RNU6-221P	NA
RNU6-222P	NA
RNU6-223P	NA
RNU6-224P	NA
RNU6-225P	NA
RNU6-226P	NA
RNU6-227P	NA
RNU6-228P	NA
RNU6-229P	NA
RNU6-230P	NA
RNU6-231P	NA
RNU6-232P	NA
RNU6-233P	NA
RNU6-234P	NA
RNU6-235P	NA
RNU6-236P	NA
RNU6-237P	NA
RNU6-238P	NA
RNU6-239P	NA
RNU6-240P	NA
RNU6-241P	NA
RNU6-242P	NA
RNU6-243P	NA
RNU6-244P	NA
RNU6-245P	NA
RNU6-246P	NA
RNU6-247P	NA
RNU6-248P	NA
RNU6-249P	NA
RNU6-250P	NA
RNU6-251P	NA
RNU6-252P	NA
RNU6-253P	NA
RNU6-254P	NA
RNU6-255P	NA
RNU6-256P	NA
RNU6-257P	NA
RNU6-258P	NA
RNU6-259P	NA
RNU6-260P	NA
RNU6-261P	NA
RNU6-262P	NA
RNU6-263P	NA
RNU6-264P	NA
RNU6-265P	NA
RNU6-266P	NA
RNU6-267P	NA
RNU6-268P	NA
RNU6-269P	NA
RNU6-270P	NA
RNU6-271P	NA
RNU6-272P	NA
RNU6-273P	NA
RNU6-274P	NA
RNU6-275P	NA
RNU6-276P	NA
RNU6-277P	NA
RNU6-278P	NA
RNU6-279P	NA
RNU6-280P	NA
RNU6-281P	NA
RNU6-282P	NA
RNU6-283P	NA
RNU6-284P	NA
RNU6-285P	NA
RNU6-286P	NA
RNU6-287P	NA
RNU6-288P	NA
RNU6-289P	NA
RNU6-290P	NA
RNU6-291P	NA
RNU6-292P	NA
RNU6-293P	NA
RNU6-294P	NA
RNU6-295P	NA
RNU6-296P	NA
RNU6-297P	NA
RNU6-298P	NA
RNU6-299P	NA
RNU6-300P	NA
RNU6-301P	NA
RNU6-302P	NA
RNU6-303P	NA
RNU6-304P	NA
RNU6-306P	NA
RNU6-307P	NA
RNU6-308P	NA
RNU6-309P	NA
RNU6-310P	NA
RNU6-311P	NA
RNU6-312P	NA
RNU6-313P	NA
RNU6-314P	NA
RNU6-315P	NA
RNU6-316P	NA
RNU6-317P	NA
RNU6-318P	NA
RNU6-319P	NA
RNU6-320P	NA
RNU6-321P	NA
RNU6-322P	NA
RNU6-323P	NA
RNU6-324P	NA
RNU6-325P	NA
RNU6-326P	NA
RNU6-327P	NA
RNU6-328P	NA
RNU6-329P	NA
RNU6-330P	NA
RNU6-331P	NA
RNU6-332P	NA
RNU6-333P	NA
RNU6-334P	NA
RNU6-335P	NA
RNU6-336P	NA
RNU6-337P	NA
RNU6-338P	NA
RNU6-339P	NA
RNU6-340P	NA
RNU6-341P	NA
RNU6-342P	NA
RNU6-343P	NA
RNU6-344P	NA
RNU6-345P	NA
RNU6-346P	NA
RNU6-347P	NA
RNU6-348P	NA
RNU6-349P	NA
RNU6-351P	NA
RNU6-352P	NA
RNU6-353P	NA
RNU6-354P	NA
RNU6-355P	NA
RNU6-356P	NA
RNU6-358P	NA
RNU6-359P	NA
RNU6-360P	NA
RNU6-361P	NA
RNU6-362P	NA
RNU6-363P	NA
RNU6-364P	NA
RNU6-365P	NA
RNU6-366P	NA
RNU6-367P	NA
RNU6-368P	NA
RNU6-369P	NA
RNU6-370P	NA
RNU6-371P	NA
RNU6-372P	NA
RNU6-373P	NA
RNU6-374P	NA
RNU6-375P	NA
RNU6-376P	NA
RNU6-377P	NA
RNU6-378P	NA
RNU6-379P	NA
RNU6-380P	NA
RNU6-381P	NA
RNU6-382P	NA
RNU6-383P	NA
RNU6-384P	NA
RNU6-385P	NA
RNU6-386P	NA
RNU6-387P	NA
RNU6-388P	NA
RNU6-389P	NA
RNU6-390P	NA
RNU6-391P	NA
RNU6-392P	NA
RNU6-393P	NA
RNU6-394P	NA
RNU6-395P	NA
RNU6-396P	NA
RNU6-397P	NA
RNU6-398P	NA
RNU6-399P	NA
RNU6-400P	NA
RNU6-401P	NA
RNU6-402P	NA
RNU6-403P	NA
RNU6-405P	NA
RNU6-406P	NA
RNU6-407P	NA
RNU6-408P	NA
RNU6-409P	NA
RNU6-410P	NA
RNU6-411P	NA
RNU6-412P	NA
RNU6-413P	NA
RNU6-414P	NA
RNU6-415P	NA
RNU6-416P	NA
RNU6-417P	NA
RNU6-418P	NA
RNU6-419P	NA
RNU6-420P	NA
RNU6-421P	NA
RNU6-422P	NA
RNU6-423P	NA
RNU6-424P	NA
RNU6-425P	NA
RNU6-426P	NA
RNU6-427P	NA
RNU6-428P	NA
RNU6-429P	NA
RNU6-430P	NA
RNU6-431P	NA
RNU6-432P	NA
RNU6-433P	NA
RNU6-434P	NA
RNU6-435P	NA
RNU6-436P	NA
RNU6-437P	NA
RNU6-438P	NA
RNU6-439P	NA
RNU6-440P	NA
RNU6-441P	NA
